CÓDIGO,DESCRIÇÃO,NOVO VALOR (HM),VALOR (CUSTO),AUXILIAR,PORTE,FILME
30903009,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - CORONARIOPATIAS,,,,,
30903017,Aneurismectomia de VE,1.145.83,0,2,6,0
30903025,Revascularização do miocárdio,1.576.66,0,3,7,0
30903033,Revascularização do miocárdio + cirurgia valvar,1.681.17,0,3,8,0
30903041,Ventriculectomia parcial,1.145.83,0,2,6,0
30904005,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - MARCA-PASSO,,,,,
30904013,Cárdio-estimulação transesofágica (CETE). terapêutica ou diagnóstica,80.53,0,0,0,0
30904021,Implante de desfibrilador interno. placas e eletrodos,1.004.77,0,2,0,0
30904064,Implante de estimulador cardíaco artificial multissítio,856.92,0,1,3,0
30904080,Instalação de marca-passo epimiocárdio temporário,137.51,0,1,4,0
30904099,Implante de marca-passo temporário à beira do leito,78.14,0,0,0,0
30904102,Recolocação de eletrodo / gerador com ou sem troca de unidades,366.67,0,1,3,0
30904110,Retirada do sistema (não aplicável na troca do gerador),251.19,0,0,0,0
30904129,Troca de gerador,318.71,0,1,3,0
30904137,Implante de marca-passo monocameral (gerador + eletrodo atrial ou ventricular),432.05,0,1,0,0
30904145,Implante de marca-passo bicameral (gerador + eletrodo atrial e ventricular),432.05,0,1,0,0
30904153,Remoção de cabo-eletrodo de marcapasso e/ou cárdio-desfibrilador implantável com auxílio de dilatador mecânico. laser ou radiofrequência ,876.83,0,2,5,0
30905001,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - OUTROS PROCEDIMENTOS,,,,,
30905010,Colocação de balão intra-aórtico,339.47,0,1,4,0
30905028,Colocação de stent na aorta sem CEC,537.97,0,2,5,0
30905036,Instalação do circuíto de circulação extracorpórea convencional,366.67,0,2,6,0
30905044,Instalação do circuíto de circulação extracorpórea em crianças de baixo peso (10 kg),585.25,0,2,7,0
30905052,Derivação cavo-atrial,687.5,0,2,6,0
30905060,Perfusionista,503.31,0,0,0,0
30906008,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - CIRURGIA ARTERIAL,,,,,
30906016,Aneurisma de aorta abdominal infra-renal,1.145.83,0,3,6,0
30906024,Aneurisma de aorta abdominal supra-renal,1.370.11,0,3,7,0
30906032,Aneurisma de aorta-torácica - correção cirúrgica,1.375.00,0,3,7,0
30906040,Aneurisma de artérias viscerais,935.98,0,3,6,0
30906059,Aneurisma de axilar. femoral. poplítea,703.34,0,2,5,0
30906067,Aneurisma de carótida. subclávia. ilíaca,687.5,0,3,5,0
30906075,Aneurismas - outros,549.99,0,3,4,0
30906083,Aneurismas torácicos ou tóraco-abdominais - correção cirúrgica,1.375.00,0,3,7,0
30906113,Angioplastia transluminal transoperatória - por artéria,542.15,0,2,4,0
30906121,Artéria hipogástrica - unilateral - qualquer técnica,779.16,0,3,5,0
30906130,Artéria mesentérica inferior - qualquer técnica,641.67,0,3,5,0
30906148,Artéria mesentérica superior - qualquer técnica,916.66,0,3,5,0
30906156,Artéria renal bilateral revascularização,916.66,0,3,5,0
30906164,Cateterismo da artéria radial - para PAM,68.75,0,1,0,0
30906172,Correção das dissecções da aorta,1.375.00,0,3,7,0
30906180,Endarterectomia aorto-ilíaca,757.57,0,3,5,0
30906199,Endarterectomia carotídea - cada segmento arterial tratado,916.66,0,2,5,0
30906202,Endarterectomia ilíaco-femoral,613.6,0,3,5,0
30906210,Ligadura de carótida ou ramos,366.67,0,2,3,0
30906229,Ponte aorto-bifemoral,1.145.83,0,3,6,0
30906237,Ponte aorto-biilíaca,1.191.66,0,3,6,0
30906245,Ponte aorto-femoral - unilateral,537.97,0,3,5,0
30906253,Ponte aorto-ilíaca - unilateral,641.67,0,3,5,0
30906261,Ponte axilo-bifemoral,779.16,0,3,6,0
30906270,Ponte axilo-femoral,641.67,0,3,5,0
30906288,Ponte distal,733.33,0,3,5,0
30906296,Ponte fêmoro poplítea proximal,641.67,0,3,5,0
30906300,Ponte fêmoro-femoral cruzada,595.84,0,3,4,0
30906318,Ponte fêmoro-femoral ipsilateral,595.84,0,3,4,0
30906326,Ponte subclávio bifemoral,537.97,0,3,7,0
30906334,Ponte subclávio femoral,537.97,0,3,6,0
30906342,Pontes aorto-cervicais ou endarterectomias dos troncos supra-aórticos,1.145.83,0,3,5,0
30906350,Pontes transcervicais - qualquer tipo,916.66,0,2,5,0
30906377,Preparo de veia autóloga para remendos vasculares,96.07,0,1,4,0
30906385,Arterioplastia da femoral profunda (profundoplastia),585.25,0,2,4,0
30906393,Reoperação de aorta abdominal,1.370.11,0,4,7,0
30906407,Retirada de enxerto infectado em posição não aórtica,687.5,0,3,6,0
30906415,Revascularização aorto-femoral-unilateral,641.67,0,3,4,0
30906423,Revascularização arterial de membro superior,641.67,0,3,4,0
30906431,Tratamento cirúrgico da isquemia cerebral,954.86,0,2,6,0
30906440,Tratamento cirúrgico de síndrome vértebro basilar,916.66,0,2,7,0
30906458,Tratamento cirúrgico de tumor carotídeo,549.99,0,2,4,0
30906466,Tronco celíaco - qualquer técnica,916.66,0,3,5,0
30907004,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - CIRURGIA VENOSA,,,,,
30907012,Cirurgia de restauração venosa com pontes em cavidades,753.16,0,3,5,0
30907020,Cirurgia de restauração venosa com pontes nos membros,641.67,0,3,3,0
30907039,Cura cirúrgica da impotência coeundi venosa,595.84,0,1,5,0
30907047,Cura cirúrgica de hipertensão portal - qualquer tipo,802.08,0,3,5,0
30907071,Fulguração de telangiectasias (por grupo),35.73,0,0,2,0
30907080,Implante de filtro de veia cava,549.99,0,2,4,0
30907098,Interrupção cirúrgica veia cava inferior,542.15,0,3,4,0
30907101,Tratamento cirúrgico de varizes com lipodermatoesclerose ou úlcera (um membro),595.84,0,2,3,0
30907110,Trombectomia venosa,641.67,0,2,3,0
30907128,Valvuloplastia ou interposição de segmento valvulado venoso,753.16,0,3,4,0
30907136,Varizes - tratamento cirúrgico de dois membros,641.67,0,2,5,0
30907144,Varizes - tratamento cirúrgico de um membro,366.67,0,1,3,0
30907152,Varizes - ressecção de colaterais com anestesia local em consultório / ambulatório (por grupo de até 3 vasos),131.75,0,0,0,0
30908000,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - FÍSTULAS ARTERIOVENOSAS CONGÊNITAS OU ADQUIRIDAS,,,,,
30908019,Fístula aorto-cava. reno-cava ou ílio-ilíaca,1.248.75,0,3,7,0
30908027,Fístula arteriovenosa - com enxerto,504.16,0,2,4,0
30908035,Fístula arteriovenosa cervical ou cefálica extracraniana,916.66,0,2,6,0
30908043,Fístula arteriovenosa congênita - reintervenção,549.99,0,2,4,0
30908051,Fístula arteriovenosa congênita - cirurgia radical,1.138.74,0,3,7,0
30908060,Fístula arteriovenosa congênita para redução de fluxo,825,0,2,6,0
30908078,Fístula arteriovenosa direta,229.17,0,1,2,0
30908086,Fístula arteriovenosa dos grandes vasos intratorácicos,1.248.75,0,3,7,0
30908094,Fístula arteriovenosa dos membros,549.99,0,2,4,0
30908108,Tromboembolectomia de fístula arteriovenosa,153.71,0,0,2,0
30909007,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - HEMODÍALISE DE CURTA E LONGA PERMANÊNCIA,,,,,
30909023,Hemodiálise contínua (12h),126.81,0,0,0,0
30909031,Hemodiálise crônica (por sessão),100.47,0,0,0,0
30909139,Hemodepuração de casos agudos (sessão hemodiálise. hemofiltração. hemodiafiltração isolada. plasmaferese ou hemoperfusão) - até 4 horas ou fração,84.85,0,0,0,0
30909147,Hemodepuração de casos agudos (sessão hemodiálise. hemofiltração. hemodiafiltração isolada. plasmaferese ou hemoperfusão) - até 12 horas,84.85,0,0,0,0
30910005,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - CIRURGIA VASCULAR DE URGÊNCIA,,,,,
30910013,Aneurisma roto ou trombosado de aorta abdominal abaixo da artéria renal,826.17,0,4,7,0
30910021,Aneurismas rotos ou trombosados - outros,584.09,0,3,6,0
30910030,Aneurismas rotos ou trombosados de aorta abdominal acima da artéria renal,1.375.00,0,3,7,0
30910048,Aneurismas rotos ou trombosados de artérias viscerais,1.088.81,0,4,7,0
30910056,Aneurismas rotos ou trombosados de axilar. femoral. poplítea,1.088.81,0,4,7,0
30910064,Aneurismas rotos ou trombosados de carótida. subclávia. ilíaca,1.088.81,0,4,7,0
30910072,Aneurismas rotos ou trombosados torácicos ou tóraco-abdominais,1.375.00,0,3,7,0
30910080,Embolectomia ou trombo - embolectomia arterial,504.16,0,2,4,0
30910099,Exploração vascular em traumas de outros segmentos,503.39,0,3,5,0
30910102,Exploração vascular em traumas torácicos e abdominais,753.16,0,3,7,0
30910110,Lesões vasculares cervicais e cérvico torácicas,595.84,0,3,5,0
30910129,Lesões vasculares de membro inferior ou superior-unilateral,504.16,0,2,4,0
30910137,Lesões vasculares intra-abdominais,962.49,0,3,6,0
30910145,Lesões vasculares traumáticas intratorácicas,1.145.83,0,3,7,0
30911001,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - HEMODINÂMICA - CARDIOLOGIA INTERVENCIONISTA (PROCEDIMENTOS DIAGNÓSTICOS),,,,,
30911028,Avaliação fisiológica da gravidade de obstruções (cateter ou guia),194.4,0,1,4,0
30911036,Biópsia endomiocárdica,446.68,0,1,5,0
30911044,Cateterismo cardíaco D e/ou E com  ou  sem  cinecoronariografia / cineangiografia  com  avaliação  de reatividade vascular pulmonar ou teste de sobrecarga hemodinânica,336.11,0,1,4,0
30911052,Cateterismo cardíaco D e/ou E com estudo cineangiográfico e de revascularização cirúrgica do miocárdio,603.83,0,1,4,0
30911060,Cateterismo cardíaco direito com estudo angiográfico da artéria pulmonar,91.66,0,1,2,0
30911079,Cateterismo cardíaco E e/ou D com cineangiocoronariografia e ventriculografia,458.9,0,1,4,0
30911087,Cateterismo cardíaco E e/ou D com cineangiocoronariografia. ventriculografia e estudo angiográfico  da aorta e/ou ramos tóraco-abdominais e/ou membros,409.87,0,1,4,0
30911095,Cateterismo E e estudo cineangiográfico da aorta e/ou seus ramos,153.71,0,1,4,0
30911109,Cateterização cardíaca E por via transeptal,357.35,0,1,4,0
30911117,Estudo eletrofisiológico - mapeamento eletro-eletrônico tridimensional - do sistema de condução com ou sem ação farmacológica,197.36,0,1,3,0
30911125,Estudo hemodinâmico das cardiopatias congênitas  estruturalmente  complexas (menos: CIA. CIV. PCA. Co. AO. estenose aórtica e pulmonar isoladas),244.44,0,1,3,0
30911133,Estudo hemodinâmico de cardiopatias congênitas e/ou valvopatias  com  ou  sem  cinecoronariografia  ou oximetria,244.44,0,1,3,0
30911141,Estudo ultra-sonográfico intravascular,469.45,0,1,4,0
30911150,Mapeamento de feixes anômalos e focos ectópicos por eletrofisiologia intracavitária. com provas,518.05,0,1,3,0
30912008,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - HEMODINÂMICA - CARDIOLOGIA INTERVENCIONISTA (PROCEDIMENTOS TERAPÊUTICOS),,,,,
30912016,Ablação de circuito arritmogênico por cateter de radiofreqüência,687.5,0,2,5,0
30912024,Angioplastia transluminal da aorta ou ramos ou da artéria pulmonar e ramos (por vaso),651.03,0,1,5,0
30912032,Angioplastia transluminal percutânea de múltiplos vasos. com implante de stent,1.086.90,0,2,5,0
30912040,Angioplastia transluminal percutânea por balão (1 vaso),595.84,0,1,3,0
30912059,Atriosseptostomia por balão,286.52,0,1,4,0
30912067,Atriosseptostomia por lâmina,366.67,0,1,4,0
30912075,Emboloterapia,664.58,0,1,5,0
30912083,Colocação de cateter intracavitário para monitorização hemodinâmica,137.51,0,0,2,0
30912091,Implante de prótese intravascular na aorta/pulmonar ou ramos com ou sem angioplastia,481.25,0,1,4,0
30912105,Implante de stent coronário com ou sem angioplastia por balão concomitante (1 vaso),797.06,0,2,5,0
30912113,Infusão seletiva intravascular de enzimas trombolíticas,611.11,0,0,0,0
30912121,"Oclusão percutânea de ""shunts"" intracardíacos",945.6,0,0,0,0
30912130,Oclusão percutânea de fístula e/ou conexões sistêmico pulmonares,442.75,0,0,0,0
30912148,Oclusão percutânea do canal arterial,584.09,0,2,5,0
30912156,Punção saco pericárdico com introdução de cateter multipolar no espaço pericárdico,153.71,0,2,5,0
30912164,Punção transeptal com introdução de cateter multipolar nas camaras esquerdas e/ou veias pulmonares,165.23,0,2,5,0
30912180,Recanalização arterial no IAM - angioplastia primária - com implante de stent com ou sem suporte circulatório (balão intra-órtico),1.376.73,0,2,5,0
30912199,Recanalização mecânica do IAM (angioplastia primária com balão),687.5,0,1,4,0
30912210,Retirada percutânea de corpos estranhos vasculares,542.15,0,0,0,0
30912237,Tratamento percutâneo do aneurisma/dissecção da aorta,649.41,0,3,5,0
30912245,Valvoplastia percutânea por via arterial ou venosa,595.84,0,1,4,0
30912253,Valvoplastia percutânea por via transeptal,618.75,0,2,4,0
30912261,Angioplastia transluminal percutânea de bifurcação e de tronco com implante de stent,1.333.04,0,2,5,0
30913004,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - ACESSOS VASCULARES,,,,,
30913012,Implante de cateter venoso central por punção. para NPP. QT. Hemodepuração ou para infusão de soros/drogas,183.34,0,1,3,0
30913020,Instalação de cateter para monitorização hemodinâmica à beira do leito (Suan-Ganz),107.21,0,0,2,0
30913047,Instalação de circuito para assistência mecânica circulatória prolongada (toracotomia),664.58,0,2,5,0
30913055,Manutenção de circuito para assistência mecânica circulatória prolongada - período de 6 horas,251.19,0,0,0,0
30913071,Dissecção de vaso umbilical com colocação de cateter,48.03,0,0,0,0
30913080,Dissecção de veia em RN ou lactente,82.5,0,1,0,0
30913098,Dissecção de veia com colocação cateter venoso,82.5,0,1,0,0
30913101,Implante cirúrgico de cateter de longa permanência para NPP. QT ou para Hemodepuração,100.47,0,0,0,0
30913128,Retirada cirúrgica de cateter de longa permanência para NPP. QT ou para Hemodepuração,91.66,0,1,0,0
30913144,Confecção de fístula AV para hemodiálise,153.71,0,1,2,0
30913152,Retirada/desativação  de fístula AV para hemodiálise,153.71,0,1,2,0
30914000,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - CIRURGIA LINFÁTICA,,,,,
30914019,Anastomose linfovenosa,549.99,0,1,4,0
30914027,Doenca de Hodgkin - estadiamento cirúrgico,397.22,0,0,0,0
30914043,Linfadenectomia inguinal ou ilíaca,435.41,0,1,4,0
30914051,Linfadenectomia cervical,290.28,0,2,3,0
30914060,Linfadenectomia pélvica,664.58,0,2,4,0
30914078,Linfadenectomia retroperitoneal,916.66,0,2,6,0
30914086,Linfangioplastia,504.16,0,1,4,0
30914094,Linfedema - ressecção total,641.67,0,2,5,0
30914108,Linfedema genital - ressecção,549.99,0,1,4,0
30914116,Marsupialização de linfocele,381.94,0,1,4,0
30914124,Punção biópsia ganglionar,15.37,0,0,0,0
30914132,Linfedema - ressecção parcial,412.5,0,1,4,0
30914140,Linfadenectomia pélvica laparoscópica,664.58,0,2,7,0
30914159,Linfadenectomia retroperitoneal laparoscópica,1.756.94,0,2,8,0
30914167,Marsupialização laparoscópica de linfocele,763.89,0,2,5,0
30915007,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - PERICÁRDIO,,,,,
30915015,Correção cirúrgica das arritmias,916.66,0,3,5,0
30915023,Drenagem do pericárdio,318.71,0,1,4,0
30915031,Pericardiocentese,125.6,0,0,0,0
30915040,Pericardiotomia / Pericardiectomia,595.84,0,2,4,0
30915058,Drenagem do pericárdio por vídeo,268.99,0,1,4,0
30915066,Pericardiotomia / Pericardiectomia por vídeo,537.97,0,1,5,0
30916003,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - HIPOTERMIA,,,,,
30916011,Hipotermia profunda com ou sem parada circulatória total,664.58,0,2,6,0
30917000,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA CÁRDIO-CIRCULATÓRIO) - MIOCÁRDIO,,,,,
30917018,Biópsia do miocárdio,366.67,0,1,5,0
30917034,Cardiotomia (ferimento. corpo estranho. exploração),687.5,0,1,5,0
30917042,Retirada de tumores intracardíacos,1.241.18,0,3,6,0
31001009,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA DIGESTIVO E ANEXOS) - ESÔFAGO,,,,,
31001017,Atresia de esôfago com fístula traqueal - tratamento cirúrgico,859.38,0,1,6,0
31001025,Atresia de esôfago sem fístula (dupla estomia) - tratamento cirúrgico,435.41,0,1,4,0
31001033,Autotransplante com microcirurgia,1.145.83,0,2,7,0
31001041,Esofagectomia distal com toracotomia,954.86,0,2,7,0
31001050,Esofagectomia distal sem toracotomia,859.38,0,2,7,0
31001068,Esofagoplastia (coloplastia),572.92,0,2,5,0
31001076,Esofagoplastia (gastroplastia),572.92,0,2,5,0
31001084,Estenose de esôfago - tratamento cirúrgico via torácica,687.5,0,2,6,0
31001092,Faringo-laringo-esofagectomia total com ou sem toracotomia,1.145.83,0,2,7,0
31001106,Fístula tráqueo esofágica - tratamento cirúrgico via cervical,504.16,0,1,5,0
31001114,Fístula tráqueo esofágica - tratamento cirúrgico via torácica,664.58,0,2,6,0
31001149,Reintervenção sobre a transição esôfago gástrica,572.92,0,2,6,0
31001157,Ressecção do esôfago cervical e/ou torácico e transplante com microcirurgia,1.375.00,0,3,6,0
31001165,Substituição esofágica - cólon ou tubo gástrico,1.375.00,0,0,0,0
31001173,Tratamento cirúrgico das varizes esofágicas,687.5,0,2,5,0
31001181,Tratamento cirúrgico conservador do megaesofago,435.41,0,2,5,0
31001190,Tunelização esofágica,458.33,0,2,3,0
31001203,Esofagorrafia cervical,366.67,0,1,3,0
31001211,Esofagorrafia torácica,549.99,0,2,5,0
31001220,Esofagostomia,320.83,0,1,2,0
31001238,Tratamento cirúrgico do divertículo esofágico,549.99,0,2,5,0
31001246,Tratamento cirúrgico do divertículo faringoesofágico,320.83,0,1,3,0
31001254,Esofagectomia subtotal com linfadenectomia com ou sem toracotomia,856.92,0,2,7,0
31001262,Refluxo gastroesofágico - tratamento cirúrgico (Hérnia de hiato),549.99,0,2,5,0
31001270,Reconstrução do esôfago cervical e torácico com transplante segmentar de intestino,916.66,0,2,7,0
31001289,Reconstrução do esôfago cervical ou torácico. com transplante de intestino,687.5,0,2,7,0
31001297,Dissecção do esôfago torácico (qualquer técnica),894.88,0,2,6,0
31001319,Reintervenção sobre a transição esôfago gástrica por videolaparoscopia,572.92,0,2,7,0
31001335,Tratamento cirúrgico conservador do megaesofago por videolaparoscopia,435.41,0,2,6,0
31001343,Esofagorrafia torácica por videotoracoscopia,549.99,0,2,5,0
31001360,Refluxo gastroesofágico - tratamento cirúrgico (Hérnia de hiato) por videolaparoscopia,550,0,2,6,0
31002005,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA DIGESTIVO E ANEXOS) - ESTÔMAGO,,,,,
31002013,Colocação de banda gástrica,457.28,0,2,5,0
31002021,Conversão de anastomose gastrojejunal (qualquer técnica),641.67,0,2,4,0
31002030,Degastrogastrectomia com vagotomia,733.33,0,2,4,0
31002048,Degastrogastrectomia sem vagotomia,572.92,0,2,6,0
31002056,Gastrostomia confecção / fechamento,275,0,1,3,0
31002064,Gastrectomia parcial com linfadenectomia,779.16,0,2,4,0
31002072,Gastrectomia parcial com vagotomia,595.84,0,1,5,0
31002080,Gastrectomia parcial sem vagotomia,595.84,0,2,4,0
31002099,Gastrectomia polar superior com reconstrução jejunal com toracotomia,763.89,0,2,6,0
31002102,Gastrectomia polar superior com reconstrução jejunal sem toracotomia,725.69,0,2,6,0
31002110,Gastrectomia total com linfadenectomia,1.069.44,0,2,6,0
31002129,Gastrectomia total via abdominal,916.66,0,2,5,0
31002137,Gastroenteroanastomose,542.15,0,2,3,0
31002145,Gastrorrafia,275,0,1,3,0
31002153,Gastrotomia com sutura de varizes,664.58,0,1,4,0
31002161,Gastrotomia para retirada de CE ou lesão isolada,183.34,0,0,0,0
